Name,Year,Age Rating,Duration,Category, 
The Devil All The Time,2020,18+,2h 18m,Thriller Movies,
Agatha Christie's Crooked House,2017,13+,1h 55m,Thriller Movies,
Forensic,2020,16+,2h 12m,Thriller Movies,
The Glass House,2001,13+,1h 46m,Thriller Movies,
Psycho,2020,18+,2h 23m,Thriller Movies,
Neevevaro,2018,16+,2h 11m,Thriller Movies,
Manorama Six Feet Under,2007,16+,2h 9m,Thriller Movies,
The American,2010,18+,1h 45m,Thriller Movies,
Hum Aapke Hain Koun,1994,13+,3h 13m,Hindi-Language Movies,
Lagaan,2001,13+,3h 43m,Sports Movies,
Jaane Tu... Ya Jaane Na,2008,13+,2h 26m,Comedies,
Canvas,2020,All,9m,Kids & Family Movies,
Blood Diamond,2006,16+,2h 23m,Social Issue Dramas,
Eyes Wide Shut,1999,18+,2h 39m,Thriller Movies,
Marriage Story,2019,16+,2h 16m,Dramas,
Mama,2013,16+,1h 40m,Horror Movies,
The Platform,2019,18+,1h 34m,Thriller Movies,
Initial D,2005,13+,1h 48m,Chinese Movies,
A Twelve Year Night,2018,16+,2h 2m,Military Movies,
The Breadwinner,2017,13+,1h 33m,Social Issue Dramas,
Ali's Wedding,2018,16+,1h 49m,Comedies,
The Hand of God,2021,18+,2h 10m,Dramas,
Eternal Summer,2006,18+,1h 36m,Chinese Movies,
I Lost My Body,2019,18+,1h 21m,Romantic Movies,
Adú,2020,16+,1h 59m,Social Issue Dramas,
Tragic Jungle,2021,18+,1h 36m,Period Pieces,
The Life Ahead,2020,13+,1h 35m,Movies Based on Books,
Sand Storm,2016,13+,1h 28m,Dramas,
Wasp Network,2020,18+,2h 8m,Thriller Movies,
ROMA,2018,16+,2h 14m,Social Issue Dramas,
7 Prisoners,2021,16+,1h 34m,Social Issue Dramas,
Pom Poko,1994,18+,1h 59m,Anime Movies,
The Summit of the Gods,2021,13+,1h 35m,Movies Based on Books,
Coven of Sisters,2021,16+,1h 32m,Social Issue Dramas,
The Endless Trench,2019,18+,2h 27m,Dramas,
On My Skin,2018,16+,1h 40m,Movies Based on Real Life,
West Beirut,1999,16+,1h 45m,Middle Eastern Movies,
Wake Up Sid,2009,13+,2h 12m,Comedies,
Super Deluxe,2019,18+,2h 55m,Thriller Movies,
Well Done Abba,2009,16+,2h 14m,Comedies,
Single All The Way,2021,13+,1h 41m,Comedies,
The House,2022,16+,1h 37m,Comedies,
Ishqiya,2009,16+,1h 54m,Comedies,
Peralagan,2004,13+,2h 20m,Comedies,
Palm Springs,2020,18+,1h 30m,Comedies,
Is Love Enough? Sir,2018,13+,1h 38m,Hindi-Language Movies,
The Power of the Dog,2021,16+,2h 8m,Movies Based on Books,
HOMECOMING: A film by Beyoncé,2019,18+,2h 17m,Music,
The Lost Daughter,2021,18+,2h 2m,Movies Based on Books,
Brokeback Mountain,2005,18+,2h 14m,Movies Based on Books,
Pieces of a Woman,2020,18+,2h 6m,Dramas,
First They Killed My Father,2017,18+,2h 16m,Military Movies,
American Factory,2019,13+,1h 50m,Documentary Films,
Athlete A,2020,18+,1h 44m,True Crime Documentaries,
Mudbound,2017,18+,2h 15m,Movies Based on Books,
Dolly Parton’s Christmas on the Square,2020,13+,1h 38m,Family Movies,
Honey Boy,2019,18+,1h 34m,Independent Movies,
Hope Frozen: A Quest to Live Twice,2020,13+,1h 19m,Documentary Films,
Quincy,2018,16+,2h 4m,Music,
Passing,2021,16+,1h 39m,Social Issue Dramas,
On Body and Soul,2017,18+,1h 55m,Romantic Movies,
Ajeeb Daastaans,2021,18+,2h 22m,Hindi-Language Movies,
Kabhi Alvida Naa Kehna,2006,18+,3h 11m,Hindi-Language Movies,
The Legend of Bhagat Singh,2002,16+,2h 35m,Hindi-Language Movies,
Mersal,2017,16+,2h 41m,Tamil-Language Movies,
Sully,2016,13+,1h 35m,Movies Based on Real Life,
We Are Family,2010,13+,1h 58m,Hindi-Language Movies,
Into the Wild,2007,16+,2h 28m,Movies Based on Real Life,
The Invisible Man,2020,18+,2h 4m,Movies Based on Books,
The Trial of the Chicago 7,2020,18+,2h 10m,Movies Based on Real Life,
The Social Dilemma,2020,13+,1h 34m,Science & Nature Docs,
Harishchandrachi Factory,2009,13+,1h 38m,Movies Based on Real Life,
Little Big Women,2020,13+,2h 3m,Chinese Movies,
American Girl,2021,13+,1h 41m,Chinese Movies,
Being Elmo: A Puppeteer's Journey,2011,7+,1h 16m,Documentary Films,
Mukhsin,2006,13+,1h 38m,Comedies,
Hakkunde,2017,16+,1h 32m,Comedies,
Resurface,2017,16+,27m,Sports Movies,
Alexandria ... Why?,1979,16+,2h 11m,Middle Eastern Movies,
Crip Camp: A Disability Revolution,2020,13+,1h 48m,Political Documentaries,
Classmates Minus,2020,16+,2h 2m,Comedies,
Masaan,2015,16+,1h 46m,Hindi-Language Movies,
Mary Kom,2014,13+,1h 59m,Sports Movies,
Mumbai Meri Jaan,2008,18+,2h 14m,Hindi-Language Movies,
"tick, tick...BOOM!",2021,13+,1h 55m,Musicals,
Bombay,1995,16+,2h 14m,Tamil-Language Movies,
Kannathil Muthamittal,2002,16+,2h 10m,Tamil-Language Movies,
Rock On!!,2008,13+,2h 19m,Hindi-Language Movies,
Udaan,2010,13+,2h 17m,Hindi-Language Movies,
Judas and the Black Messiah,2021,18+,2h 5m,Movies Based on Real Life,
Silence,2016,18+,2h 34m,Movies Based on Books,
Tokyo Godfathers,2003,16+,1h 31m,Anime Movies,
MANK,2020,16+,2h 12m,US Movies,
13TH,2016,18+,1h 40m,Documentary Films,
If Beale Street Could Talk,2018,18+,1h 59m,Movies Based on Books,
David Attenborough: A Life on Our Planet,2020,13+,1h 23m,Science & Nature Docs,
Lucy,2014,18+,1h 29m,Sci-Fi Movies,
Chhota Bheem: The Rise of Kirmada,2012,7+,1h 8m,Kids & Family Movies,
Paskal,2018,16+,1h 55m,Military Movies,
Schumacher,2021,13+,1h 53m,Sports Movies,
Rurouni Kenshin: The Beginning,2021,18+,2h 18m,Action & Adventure,
Batman Ninja,2018,13+,1h 25m,Anime Movies,
Ben & Jody,2022,18+,1h 53m,Movies Based on Books,
Rurouni Kenshin: The Final,2021,16+,2h 19m,Action & Adventure,
Live is Life,2022,18+,1h 50m,Movies Based on Books,
Azzurri - Road to Wembley,2021,13+,1h 1m,Sports Movies,
The River Runner,2021,16+,1h 25m,Sports Movies,
Outlaws,2021,18+,2h 10m,Movies Based on Books,
Chhota Bheem - Neeli Pahaadi,2013,7+,1h 3m,Kids & Family Movies,
Shiva VS Autobots,2018,7+,1h 19m,Kids & Family Movies,
Chhota Bheem and the Incan Adventure,2013,7+,1h 4m,Kids & Family Movies,
Shiva: The Secret World Of Vedas City,2017,7+,1h 18m,Kids & Family Movies,
The Witcher Bestiary Season 2,2022,18+,19m,Documentary Films,
Wazir,2016,16+,1h 37m,Thriller Movies,
Panipat - The Great Betrayal,2019,16+,2h 50m,Military Movies,
Parmanu: The Story of Pokhran,2018,13+,2h 3m,Dramas,
Duniya,1984,13+,2h 49m,Hindi-Language Movies,
Sivaji,2007,13+,3h,Tamil-Language Movies,
Nikamma,2022,16+,2h 27m,Hindi-Language Movies,
Untold: The Rise and Fall of AND1,2022,16+,1h 9m,Sports Movies,
The Bourne Identity,2002,16+,1h 58m,Movies Based on Books,
The Boy Next Door,2015,18+,1h 30m,Thriller Movies,
Gurgaon,2017,16+,1h 46m,Thriller Movies,
Game Over (Hindi Version),2019,18+,1h 37m,Thriller Movies,
Dhamaka,2021,13+,1h 44m,Thriller Movies,
Madras Café,2013,16+,2h 8m,Thriller Movies,
Pihu,2018,16+,1h 29m,Thriller Movies,
Gerald's Game,2017,18+,1h 43m,Thriller Movies,
Anjaam,1994,16+,2h 22m,Thriller Movies,
Calibre,2018,18+,1h 41m,Thriller Movies,
Living in Bondage: Breaking Free,2019,16+,2h 29m,Thriller Movies,
Syriana,2005,16+,2h 7m,Thriller Movies,
The Bar,2017,18+,1h 42m,Thriller Movies,
Two,2021,18+,1h 11m,Thriller Movies,
In for a Murder,2021,13+,1h 44m,Thriller Movies,
Saint Maud,2021,18+,1h 24m,Thriller Movies,
Govinda Govinda,2021,13+,2h 17m,Thriller Movies,
Fever Dream,2021,16+,1h 33m,Thriller Movies,
Bordertown: Mural Murders,2021,16+,1h 47m,Thriller Movies,
30. March,2021,16+,1h 38m,Thriller Movies,
Bobby Jasoos,2014,16+,1h 56m,Thriller Movies,
The Paramedic,2020,18+,1h 34m,Thriller Movies,
Against All Odds,1984,18+,2h 1m,Thriller Movies,
Grandmaster,2012,16+,2h 13m,Thriller Movies,
Seven (Telugu),2019,16+,1h 55m,Thriller Movies,
iBOY,2017,18+,1h 30m,Thriller Movies,
Aapla Manus,2018,16+,2h 12m,Thriller Movies,
The Interpreter,2005,16+,2h 8m,Thriller Movies,
U Turn,2016,16+,2h,Thriller Movies,
The Invisible Guardian,2017,16+,2h 8m,Thriller Movies,
My Birthday Song,2018,16+,1h 31m,Thriller Movies,
State of Play,2009,13+,2h 7m,Thriller Movies,
The Blue Elephant 2,2019,18+,2h 10m,Thriller Movies,
Security,2021,18+,1h 58m,Thriller Movies,
Twin Murders: the Silence of the White City,2020,18+,1h 50m,Thriller Movies,
Nee Enge En Anbe,2014,16+,2h 17m,Thriller Movies,
Your Son,2018,18+,1h 43m,Thriller Movies,
The Angel,2018,16+,1h 54m,Thriller Movies,
Torbaaz,2020,16+,2h 13m,Thriller Movies,
Taxi No. 9211,2006,13+,1h 55m,Thriller Movies,
Karthik Calling Karthik,2010,16+,2h 14m,Thriller Movies,
Romeo Akbar Walter,2019,16+,2h 20m,Thriller Movies,
Kingdom: Ashin of the North,2021,18+,1h 33m,Thriller Movies,
Solo,2018,16+,1h 30m,Thriller Movies,
Getaway Plan,2016,18+,1h 44m,Thriller Movies,
Black Island,2021,18+,1h 44m,Thriller Movies,
The Chase,2017,18+,1h 50m,Thriller Movies,
The Coldest Game,2019,18+,1h 43m,Thriller Movies,
Ghost Lab,2021,18+,1h 57m,Thriller Movies,
The Occupant,2020,16+,1h 43m,Thriller Movies,
The Forest of Love,2019,18+,2h 31m,Thriller Movies,
Intuition,2020,16+,1h 56m,Thriller Movies,
The Last Thing He Wanted,2020,18+,1h 55m,Thriller Movies,
AK vs AK,2020,16+,1h 49m,Thriller Movies,
Adhugo,2018,16+,1h 45m,Thriller Movies,
Christmas Crossfire,2020,18+,1h 46m,Thriller Movies,
Quarantine Tales,2020,13+,1 Season,Thriller Movies,
"It's Me, It's Me",2013,13+,1h 58m,Thriller Movies,
The Son,2019,18+,1h 32m,Thriller Movies,
Perdida,2018,18+,1h 43m,Thriller Movies,
The Hater,2020,18+,2h 16m,Thriller Movies,
Orbiter 9,2017,16+,1h 34m,Thriller Movies,
The Soul,2021,18+,2h 10m,Thriller Movies,
In the Shadow of Iris,2016,18+,1h 38m,Thriller Movies,
Haifa Street,2019,18+,1h 18m,Thriller Movies,
Awe,2018,18+,1h 50m,Thriller Movies,
Irul,2021,16+,1h 31m,Thriller Movies,
Only Mine,2019,13+,1h 27m,Thriller Movies,
Sightless,2020,16+,1h 29m,Thriller Movies,
Kappela,2020,16+,1h 51m,Thriller Movies,
Fida,2004,18+,1h 56m,Thriller Movies,
Edge of Fear,2018,18+,1h 31m,Thriller Movies,
Forrest Gump,1994,18+,2h 23m,US Movies,
Ala Vaikunthapurramuloo,2020,18+,2h 41m,Romantic Movies,
The Curious Case of Benjamin Button,2008,16+,2h 46m,US Movies,
Vanilla Sky,2001,18+,2h 16m,Romantic Movies,
Always Be My Maybe,2019,13+,1h 42m,Romantic Movies,
Someone Great,2019,16+,1h 32m,Romantic Movies,
Single All The Way,2021,13+,1h 41m,Romantic Movies,
Ishqiya,2009,16+,1h 54m,Romantic Movies,
Peralagan,2004,13+,2h 20m,Tamil-Language Movies,
Valentine's Day,2010,13+,2h 4m,Romantic Movies,
Win It All,2017,16+,1h 28m,Romantic Movies,
Dear Ex,2018,13+,1h 39m,Romantic Movies,
Potato Potahto,2017,13+,1h 44m,Romantic Movies,
Barakah Meets Barakah,2016,13+,1h 28m,Romantic Movies,
The Incredible Jessica James,2017,16+,1h 23m,Romantic Movies,
Isoken,2017,13+,1h 38m,Romantic Movies,
Ocean Waves,1993,7+,1h 12m,Family Movies,
5 Centimeters Per Second,2007,7+,1h 2m,Romantic Movies,
Dev.D,2009,18+,2h 16m,Romantic Movies,
The Tree of Blood,2018,18+,2h 15m,Romantic Movies,
Brokeback Mountain,2005,18+,2h 14m,US Movies,
Luck by Chance,2009,13+,2h 35m,Romantic Movies,
Blue Jay,2016,16+,1h 20m,Romantic Movies,
2 Weeks in Lagos,2020,13+,1h 46m,Romantic Movies,
Lady J,2019,18+,1h 50m,Romantic Movies,
Secret,2007,7+,1h 41m,Romantic Movies,
If Beale Street Could Talk,2018,18+,1h 59m,US Movies,
Alexandria: Again and Forever,1989,16+,1h 49m,Romantic Movies,
The Blazing Sun,1954,13+,1h 56m,Romantic Movies,
She's Gotta Have It,1986,18+,1h 24m,Romantic Movies,
Darlings,2022,16+,2h 14m,Bollywood Movies,
Bhool Bhulaiyaa 2,2022,13+,2h 21m,Horror Movies,
Day Shift,2022,18+,1h 53m,Action & Adventure,
Sherdil: The Pilibhit Saga,2022,13+,2h 1m,Dramas,
Jaadugar,2022,16+,2h 47m,Dramas,
Look Both Ways,2022,16+,1h 51m,Dramas,
The Royal Treatment,2022,13+,1h 37m,Family Movies,
Dasvi,2022,13+,2h 5m,Family Movies,
Ghostbusters: Afterlife,2021,13+,2h 3m,Action & Adventure,
Don,2022,13+,2h 43m,Tamil-Language Movies,
The Adam Project,2022,13+,1h 46m,Action & Adventure,
Don't Look Up,2021,18+,2h 18m,Dramas,
Badhaai Do,2022,13+,2h 27m,Dramas,
Army of Thieves,2021,16+,2h 9m,Comedies,
Kapil Sharma: I'm Not Done Yet,2022,13+,54m,Stand-Up Comedy,
Persuasion,2022,7+,1h 49m,Dramas,
Hustle,2022,16+,1h 58m,Dramas,
Minnal Murali,2021,13+,2h 39m,Action & Adventure,
The Pirates: The Last Royal Treasure,2022,16+,2h 7m,Action & Adventure,
Tall Girl 2,2022,7+,1h 41m,Family Movies,
The Princess Switch 3: Romancing the Star,2021,7+,1h 46m,Family Movies,
Hey Sinamika (Hindi),2022,13+,2h 27m,Comedies,
Pakka Commercial,2022,16+,2h 29m,Dramas,
The Entitled,2022,18+,1h 30m,Dramas,
Dwindle,2021,13+,2h 5m,Dramas,
Heartsong,2022,16+,1h 35m,Dramas,
Dave Chappelle: The Closer,2021,18+,1h 12m,Stand-Up Comedy,
In Good Hands,2022,16+,1h 45m,Dramas,
Sonic the Hedgehog,2020,7+,1h 41m,Family Movies,
Tom and Jerry,2021,7+,1h 41m,Family Movies,
The Secret Life of Pets,2016,All,1h 26m,Family Movies,
We Can Be Heroes,2020,7+,1h 40m,US Movies,
The Angry Birds Movie 2,2019,7+,1h 36m,Family Movies,
Kung Fu Panda 3,2016,7+,1h 34m,Martial Arts Movies,
Wish Dragon,2021,7+,1h 42m,Family Movies,
Kung Fu Panda,2008,7+,1h 34m,Family Movies,
Scoob!,2020,7+,1h 33m,Family Movies,
Madagascar,2005,7+,1h 26m,Family Movies,
Matilda,1996,7+,1h 38m,Family Movies,
Back to the Outback,2021,7+,1h 35m,US Movies,
Hotel Transylvania 2,2015,7+,1h 29m,Family Movies,
Kung Fu Panda 2,2011,7+,1h 32m,Martial Arts Movies,
The SpongeBob Movie: Sponge on the Run,2020,7+,1h 35m,US Movies,
Shrek,2001,7+,1h 30m,US Movies,
Finding ‘Ohana,2021,7+,2h 3m,Family Movies,
Monster House,2006,7+,1h 30m,Family Movies,
The SpongeBob Movie: Sponge Out of Water,2015,All,1h 35m,Family Movies,
Madagascar 3: Europe's Most Wanted,2012,7+,1h 35m,Family Movies,
Madagascar: Escape 2 Africa,2008,7+,1h 31m,Family Movies,
Stuart Little,1999,7+,1h 24m,Family Movies,
Peter Rabbit 2,2021,7+,1h 33m,Family Movies,
Hotel Transylvania,2012,7+,1h 31m,Family Movies,
Rango,2011,7+,1h 49m,Family Movies,
The Angry Birds Movie,2016,7+,1h 38m,Family Movies,
Hotel Transylvania 3: Summer Vacation,2018,7+,1h 37m,Family Movies,
Megamind,2010,7+,1h 37m,Family Movies,
YES DAY,2021,7+,1h 29m,Family Movies,
Feel the Beat,2020,7+,1h 50m,Dramas,
The Witches,2020,7+,1h 44m,Family Movies,
Bee Movie,2007,7+,1h 32m,Family Movies,
Puss in Boots,2011,7+,1h 32m,US Movies,
Cloudy with a Chance of Meatballs,2009,All,1h 29m,US Movies,
Goosebumps,2015,7+,1h 43m,Action & Adventure,
Shrek Forever After,2010,7+,1h 35m,US Movies,
Next Gen,2018,7+,1h 46m,US Movies,
Ella Enchanted,2004,7+,1h 36m,Family Movies,
"Watch Out, We're Mad",2022,13+,1h 30m,Action & Adventure,
Bad Boys for Life,2020,18+,2h 4m,Action & Adventure,
Too Old for Fairy Tales,2022,7+,1h 46m,Family Movies,
The King of Staten Island,2020,18+,2h 17m,Dramas,
Fast & Feel Love,2022,13+,2h 11m,Action & Adventure,
Bill Burr: Live at Red Rocks,2022,18+,1h 22m,Stand-Up Comedy,
13: The Musical,2022,7+,1h 34m,Family Movies,
A Stand Worthy of Men,2021,13+,1h 52m,Dramas,
Happy Birthday,2022,13+,2h 27m,Action & Adventure,
Heart Parade,2022,13+,1h 48m,Family Movies,
The Art of the Steal,2013,18+,1h 30m,Comedies,
The Razz Guy,2021,7+,1h 38m,African Movies,
Prophetess,2021,13+,2h 23m,Dramas,
Irresistible,2020,16+,1h 42m,Dramas,
Mighty Little Bheem: I Love Taj Mahal,2022,All,20m,TV Cartoons,
Teefa in Trouble,2018,16+,2h 35m,Action & Adventure,
3 Idiots,2009,16+,2h 43m,Dramas,
Chennai Express,2013,16+,2h 14m,Action & Adventure,
Zindagi Na Milegi Dobara,2011,13+,2h 34m,Dramas,
Chup Chup Ke,2006,13+,2h 37m,Dramas,
Bhaji In Problem,2013,13+,1h 57m,Comedies,
Jab We Met,2007,13+,2h 23m,Bollywood Movies,
Main Hoon Na,2004,16+,2h 51m,Action & Adventure,
Jumanji: The Next Level,2019,13+,2h 3m,Action & Adventure,
Om Shanti Om,2007,16+,2h 48m,Dramas,
Jumanji: Welcome to the Jungle,2017,13+,1h 59m,Action & Adventure,
Mimi,2021,13+,2h 12m,Dramas,
Phir Hera Pheri,2006,16+,2h 29m,Bollywood Movies,
The Christmas Chronicles,2018,7+,1h 45m,Family Movies,
Klaus,2019,7+,1h 38m,Family Movies,
Queen,2014,16+,2h 17m,Dramas,
The Main Event,2020,All,1h 43m,Family Movies,
Storks,2016,7+,1h 26m,Family Movies,
Tall Girl,2019,7+,1h 43m,Romantic Movies,
Ferrari Ki Sawaari,2012,13+,2h 13m,Bollywood Movies,
Arthur Christmas,2011,7+,1h 37m,Family Movies,
Duck Duck Goose,2018,7+,1h 32m,Family Movies,
Rose Island,2020,16+,1h 58m,Movies Based on Real Life,
Jessica Darling's It List,2016,All,1h 20m,Family Movies,
Rajma Chawal,2018,16+,1h 58m,Dramas,
DreamWorks Shrek the Halls,2008,7+,28m,US Movies,
Love Per Square Foot,2018,13+,2h 13m,Bollywood Movies,
The Half Of It,2020,13+,1h 45m,Dramas,
Elf,2003,7+,1h 36m,Family Movies,
A Castle For Christmas,2021,7+,1h 39m,Comedies,
Julie & Julia,2009,13+,2h 3m,Movies Based on Real Life,
Happiest Season,2020,13+,1h 41m,Comedies,
Avvai Shanmughi,1996,13+,2h 41m,Tamil-Language Movies,
Johnny English Reborn,2011,13+,1h 41m,Action & Adventure,
Central Intelligence,2016,16+,1h 47m,Action & Adventure,
Spider-Man: Into the Spider-Verse,2018,13+,1h 56m,Action & Adventure,
Fukrey,2013,13+,2h 15m,Action & Adventure,
Bodyguard,2011,13+,2h 10m,Action & Adventure,
Judwaa 2,2017,13+,2h 24m,Action & Adventure,
American Made,2017,18+,1h 55m,Action & Adventure,
Ala Vaikunthapurramuloo,2020,18+,2h 41m,Action & Adventure,
Baywatch,2017,18+,1h 57m,Action & Adventure,
Men in Black: International,2019,13+,1h 54m,Action & Adventure,
Mr. & Mrs. Smith,2005,18+,2h,Action & Adventure,
Charlie's Angels,2019,13+,1h 58m,Action & Adventure,
Boss,2013,13+,2h 18m,Action & Adventure,
You Don't Mess with the Zohan,2008,16+,1h 52m,Action & Adventure,
Jagga Jasoos,2017,13+,2h 35m,Action & Adventure,
R.I.P.D.,2013,13+,1h 35m,Action & Adventure,
Tower Heist,2011,18+,1h 44m,Action & Adventure,
Blue Streak,1999,13+,1h 34m,Action & Adventure,
Bad Boys,1995,18+,1h 59m,Action & Adventure,
The Sleepover,2020,7+,1h 43m,Action & Adventure,
C Kkompany,2008,13+,2h 6m,Action & Adventure,
Indoo Ki Jawani,2020,13+,1h 54m,Action & Adventure,
Shaft,2019,18+,1h 52m,Action & Adventure,
The Other Guys,2010,16+,1h 47m,Action & Adventure,
Bad Boys II,2003,18+,2h 26m,Action & Adventure,
Charlie's Angels,2000,16+,1h 38m,Action & Adventure,
Love and Monsters,2021,13+,1h 49m,Action & Adventure,
Delhi Belly,2011,18+,1h 41m,Action & Adventure,
Awara Paagal Deewana,2002,13+,2h 42m,Action & Adventure,
Forrest Gump,1994,18+,2h 23m,Dramas,
The Terminal,2004,13+,2h 9m,Dramas,
Once Upon a Time in Hollywood,2019,18+,2h 41m,Dramas,
Love & Other Drugs,2010,18+,1h 52m,Dramas,
Jerry Maguire,1996,16+,2h 18m,Dramas,
The Edge of Seventeen,2016,18+,1h 45m,Dramas,
The Ballad of Buster Scruggs,2018,18+,2h 13m,Dramas,
Sex and the City: The Movie,2008,18+,2h 25m,Dramas,
Dhanak,2015,7+,1h 54m,Dramas,
The Dirt,2019,18+,1h 48m,Movies Based on Real Life,
Chopsticks,2019,13+,1h 40m,Dramas,
Moxie,2021,16+,1h 51m,Dramas,
Dolemite Is My Name,2019,18+,1h 58m,Movies Based on Real Life,
The Laundromat,2019,18+,1h 36m,Movies Based on Real Life,
"Sincerely Yours, Dhaka",2018,16+,2h 16m,Dramas,
Chippa,2020,13+,1h 31m,Dramas,
Sillu Karuppatti,2019,13+,2h 13m,Tamil-Language Movies,
Friends with Money,2006,16+,1h 27m,Dramas,
Nappily Ever After,2018,18+,1h 38m,Dramas,
Halal Love (and Sex),2015,13+,1h 34m,Dramas,
Alex Strangelove,2018,18+,1h 39m,Dramas,
Dude,2018,18+,1h 37m,Dramas,
The Starling,2021,16+,1h 44m,Dramas,
15-Aug,2019,16+,2h 4m,Marathi-Language Movies,
Break,2018,13+,1h 36m,Dramas,
Angamaly Diaries,2017,13+,2h 8m,Action & Adventure,
The Fundamentals of Caring,2016,16+,1h 37m,Dramas,
School Life,2019,16+,1h 52m,Dramas,
Late Night,2019,16+,1h 42m,Dramas,
Like Father,2018,16+,1h 43m,Dramas,
Material,2012,13+,1h 34m,Dramas,
How to Build a Girl,2020,16+,1h 44m,Dramas,
The Mitchells vs. The Machines,2021,13+,1h 54m,US Movies,
Cloudy with a Chance of Meatballs 2,2013,7+,1h 34m,Family Movies,
The Loud House Movie,2021,7+,1h 27m,Musicals,
The Smurfs,2011,7+,1h 42m,Family Movies,
Shrek the Third,2007,7+,1h 34m,US Movies,
Do Dooni Chaar,2010,7+,1h 45m,Bollywood Movies,
The Boss Baby: Get That Baby!,2020,7+,24m,TV Cartoons,
The Christmas Chronicles: Part Two,2020,7+,1h 55m,Family Movies,
Secret Magic Control Agency,2021,7+,1h 45m,Movies Based on Books,
Monsters vs. Aliens,2009,7+,1h 36m,Family Movies,
Gnome Alone,2018,7+,1h 25m,Family Movies,
The Willoughbys,2020,7+,1h 32m,US Movies,
DJ Cinderella,2019,7+,1h 36m,Family Movies,
The Ant Bully,2006,7+,1h 29m,Family Movies,
Bbuddah Hoga Terra Baap,2011,18+,1h 56m,Action & Adventure,
Okja,2017,16+,2h 1m,Action & Adventure,
Spenser Confidential,2020,18+,1h 51m,Action & Adventure,
Himmatwala,2013,13+,2h 19m,Action & Adventure,
Bheeshma,2020,16+,2h 18m,Action & Adventure,
The Takedown,2022,18+,2h 1m,Action & Adventure,
This Is the End,2013,18+,1h 46m,Action & Adventure,
War Dogs,2016,16+,1h 54m,Dramas,
Dil Dhadakne Do,2015,16+,2h 53m,Dramas,
Kuch Kuch Hota Hai,1998,13+,3h 5m,Dramas,
Kapoor & Sons,2016,13+,2h 17m,Dramas,
Bareilly Ki Barfi,2017,13+,1h 50m,Dramas,
Kal Ho Naa Ho,2003,13+,3h 6m,Dramas,
Dil Chahta Hai,2001,13+,3h 4m,Dramas,
Mubarakan,2017,13+,2h 33m,Dramas,
Andhadhun,2018,16+,2h 17m,Dramas,
Lust Stories,2018,18+,2h,Dramas,
Oh My God,2012,13+,2h 8m,Dramas,
Zero,2018,13+,2h 39m,Dramas,
Toilet: Ek Prem Katha,2017,13+,2h 25m,Dramas,
Ludo,2020,16+,2h 30m,Dramas,
Barfi!,2012,13+,2h 23m,Dramas,
Phir Bhi Dil Hai Hindustani,2000,13+,2h 38m,Dramas,
Hasee Toh Phasee,2014,16+,2h 14m,Dramas,
Sardar Ka Grandson,2021,13+,2h 19m,Dramas,
Serious Men,2020,16+,1h 54m,Dramas,
Motichoor Chaknachoor,2019,13+,2h 12m,Dramas,
Pyaar Ka Punchnama,2011,13+,2h 29m,Dramas,
Pyaar Ka Punchnama 2,2015,16+,2h 15m,Dramas,
American Pie 2,2001,18+,1h 44m,Comedies,
MILF,2018,18+,1h 41m,Comedies,
The Change-Up,2011,18+,1h 52m,Comedies,
Not Another Teen Movie,2001,18+,1h 29m,Comedies,
We're the Millers,2013,18+,1h 49m,Comedies,
Kevin Hart: Irresponsible,2019,18+,1h,Stand-Up Comedy,
That's My Boy,2012,18+,1h 56m,Comedies,
Superbad,2007,18+,1h 53m,Comedies,
Kevin Hart: I'm a Grown Little Man,2009,18+,1h 1m,Stand-Up Comedy,
Sausage Party,2016,18+,1h 28m,Action & Adventure,
Booty Call,1997,18+,1h 19m,Comedies,
Year One,2009,16+,1h 37m,Action & Adventure,
Dave Chappelle,2017,18+,1 Season,Stand-Up Comedy,
Vacation,2015,18+,1h 38m,Comedies,
Good Luck Chuck,2007,18+,1h 41m,Comedies,
Kyaa Kool Hain Hum 3,2016,18+,2h 3m,Bollywood Movies,
Sextuplets,2019,13+,1h 39m,Comedies,
Sex Tape,2014,18+,1h 34m,Comedies,
Dave Chappelle: Sticks & Stones,2019,18+,1h 5m,Stand-Up Comedy,
Kyaa Kool Hai Hum,2005,18+,2h 44m,Bollywood Movies,
21 & Over,2013,18+,1h 33m,Comedies,
Kevin Hart: Zero F**ks Given,2020,18+,1h 9m,Stand-Up Comedy,
Isi & Ossi,2020,18+,1h 53m,Comedies,
Tomcats,2001,18+,1h 34m,Comedies,
Kyaa Super Kool Hain Hum,2012,18+,2h 16m,Bollywood Movies,
Sounds Like Love,2021,18+,1h 51m,Comedies,
Anchorman: The Legend of Ron Burgundy,2004,16+,1h 35m,Comedies,
Thug Life,2017,16+,2h 13m,Dramas,
Kung Fu Panda: Secrets of the Scroll,2016,7+,23m,Family Movies,
Gattu Battu: The Secret Of Computer Chip,2018,7+,1h 30m,Family Movies,
#Alive,2020,16+,1h 38m,Horror Movies,
Roohi,2021,16+,2h 15m,Horror Movies,
Ouija: Origin of Evil,2016,13+,1h 39m,Horror Movies,
Bulbbul,2020,16+,1h 34m,Horror Movies,
Evil Dead,2013,18+,1h 31m,Horror Movies,
No One Gets Out Alive,2021,16+,1h 27m,Horror Movies,
Stree,2018,13+,2h 6m,Horror Movies,
Dabbe: The Possession,2013,16+,2h 14m,Horror Movies,
